"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"02.10.2020 00:00 - 02.10.2020 00:15","12390","11466"
"02.10.2020 00:15 - 02.10.2020 00:30","12244","11350"
"02.10.2020 00:30 - 02.10.2020 00:45","12109","11169"
"02.10.2020 00:45 - 02.10.2020 01:00","11983","11027"
"02.10.2020 01:00 - 02.10.2020 01:15","11842","10901"
"02.10.2020 01:15 - 02.10.2020 01:30","11735","10771"
"02.10.2020 01:30 - 02.10.2020 01:45","11637","10681"
"02.10.2020 01:45 - 02.10.2020 02:00","11542","10590"
"02.10.2020 02:00 - 02.10.2020 02:15","11469","10590"
"02.10.2020 02:15 - 02.10.2020 02:30","11432","10542"
"02.10.2020 02:30 - 02.10.2020 02:45","11395","10495"
"02.10.2020 02:45 - 02.10.2020 03:00","11367","10467"
"02.10.2020 03:00 - 02.10.2020 03:15","11355","10445"
"02.10.2020 03:15 - 02.10.2020 03:30","11358","10459"
"02.10.2020 03:30 - 02.10.2020 03:45","11357","10404"
"02.10.2020 03:45 - 02.10.2020 04:00","11352","10382"
"02.10.2020 04:00 - 02.10.2020 04:15","11339","10428"
"02.10.2020 04:15 - 02.10.2020 04:30","11326","10451"
"02.10.2020 04:30 - 02.10.2020 04:45","11325","10493"
"02.10.2020 04:45 - 02.10.2020 05:00","11362","10543"
"02.10.2020 05:00 - 02.10.2020 05:15","11439","10710"
"02.10.2020 05:15 - 02.10.2020 05:30","11499","10840"
"02.10.2020 05:30 - 02.10.2020 05:45","11636","10993"
"02.10.2020 05:45 - 02.10.2020 06:00","11765","11120"
"02.10.2020 06:00 - 02.10.2020 06:15","11967","11525"
"02.10.2020 06:15 - 02.10.2020 06:30","12233","11816"
"02.10.2020 06:30 - 02.10.2020 06:45","12500","12118"
"02.10.2020 06:45 - 02.10.2020 07:00","12733","12401"
"02.10.2020 07:00 - 02.10.2020 07:15","13007","12953"
"02.10.2020 07:15 - 02.10.2020 07:30","13298","13377"
"02.10.2020 07:30 - 02.10.2020 07:45","13554","13659"
"02.10.2020 07:45 - 02.10.2020 08:00","13746","13927"
"02.10.2020 08:00 - 02.10.2020 08:15","13866","14060"
"02.10.2020 08:15 - 02.10.2020 08:30","13923","14115"
"02.10.2020 08:30 - 02.10.2020 08:45","13912","14204"
"02.10.2020 08:45 - 02.10.2020 09:00","13866","14196"
"02.10.2020 09:00 - 02.10.2020 09:15","13757","14161"
"02.10.2020 09:15 - 02.10.2020 09:30","13571","14029"
"02.10.2020 09:30 - 02.10.2020 09:45","13298","13835"
"02.10.2020 09:45 - 02.10.2020 10:00","13027","13732"
"02.10.2020 10:00 - 02.10.2020 10:15","12777","13606"
"02.10.2020 10:15 - 02.10.2020 10:30","12511","13479"
"02.10.2020 10:30 - 02.10.2020 10:45","12288","13404"
"02.10.2020 10:45 - 02.10.2020 11:00","12147","13364"
"02.10.2020 11:00 - 02.10.2020 11:15","12020","13260"
"02.10.2020 11:15 - 02.10.2020 11:30","11857","13123"
"02.10.2020 11:30 - 02.10.2020 11:45","11679","13022"
"02.10.2020 11:45 - 02.10.2020 12:00","11549","12985"
"02.10.2020 12:00 - 02.10.2020 12:15","11407","12963"
"02.10.2020 12:15 - 02.10.2020 12:30","11248","12878"
"02.10.2020 12:30 - 02.10.2020 12:45","11082","12739"
"02.10.2020 12:45 - 02.10.2020 13:00","10915","12681"
"02.10.2020 13:00 - 02.10.2020 13:15","10822","12660"
"02.10.2020 13:15 - 02.10.2020 13:30","10780","12752"
"02.10.2020 13:30 - 02.10.2020 13:45","10759","12808"
"02.10.2020 13:45 - 02.10.2020 14:00","10803","12851"
"02.10.2020 14:00 - 02.10.2020 14:15","10836","12868"
"02.10.2020 14:15 - 02.10.2020 14:30","10858","12968"
"02.10.2020 14:30 - 02.10.2020 14:45","10900","13052"
"02.10.2020 14:45 - 02.10.2020 15:00","10977","13152"
"02.10.2020 15:00 - 02.10.2020 15:15","11096","13276"
"02.10.2020 15:15 - 02.10.2020 15:30","11200","13430"
"02.10.2020 15:30 - 02.10.2020 15:45","11333","13616"
"02.10.2020 15:45 - 02.10.2020 16:00","11460","13695"
"02.10.2020 16:00 - 02.10.2020 16:15","11562","13795"
"02.10.2020 16:15 - 02.10.2020 16:30","11714","13944"
"02.10.2020 16:30 - 02.10.2020 16:45","11917","14096"
"02.10.2020 16:45 - 02.10.2020 17:00","12180","14343"
"02.10.2020 17:00 - 02.10.2020 17:15","12465","14570"
"02.10.2020 17:15 - 02.10.2020 17:30","12794","14799"
"02.10.2020 17:30 - 02.10.2020 17:45","13121","14954"
"02.10.2020 17:45 - 02.10.2020 18:00","13381","14984"
"02.10.2020 18:00 - 02.10.2020 18:15","13506","14746"
"02.10.2020 18:15 - 02.10.2020 18:30","13572","14614"
"02.10.2020 18:30 - 02.10.2020 18:45","13700","14549"
"02.10.2020 18:45 - 02.10.2020 19:00","13821","14539"
"02.10.2020 19:00 - 02.10.2020 19:15","13876","14493"
"02.10.2020 19:15 - 02.10.2020 19:30","13840","14577"
"02.10.2020 19:30 - 02.10.2020 19:45","13887","14570"
"02.10.2020 19:45 - 02.10.2020 20:00","14006","14513"
"02.10.2020 20:00 - 02.10.2020 20:15","14081","14340"
"02.10.2020 20:15 - 02.10.2020 20:30","14128","14099"
"02.10.2020 20:30 - 02.10.2020 20:45","14049","13910"
"02.10.2020 20:45 - 02.10.2020 21:00","13934","13717"
"02.10.2020 21:00 - 02.10.2020 21:15","13801","13492"
"02.10.2020 21:15 - 02.10.2020 21:30","13687","13309"
"02.10.2020 21:30 - 02.10.2020 21:45","13528","13059"
"02.10.2020 21:45 - 02.10.2020 22:00","13353","12812"
"02.10.2020 22:00 - 02.10.2020 22:15","13194","12628"
"02.10.2020 22:15 - 02.10.2020 22:30","13104","12486"
"02.10.2020 22:30 - 02.10.2020 22:45","12972","12269"
"02.10.2020 22:45 - 02.10.2020 23:00","12820","12081"
"02.10.2020 23:00 - 02.10.2020 23:15","12713","12034"
"02.10.2020 23:15 - 02.10.2020 23:30","12634","11879"
"02.10.2020 23:30 - 02.10.2020 23:45","12513","11673"
"02.10.2020 23:45 - 03.10.2020 00:00","12361","11478"
"03.10.2020 00:00 - 03.10.2020 00:15","12803","11289"
"03.10.2020 00:15 - 03.10.2020 00:30","12700","11115"
"03.10.2020 00:30 - 03.10.2020 00:45","12595","10950"
"03.10.2020 00:45 - 03.10.2020 01:00","12451","10810"
"03.10.2020 01:00 - 03.10.2020 01:15","12304","10648"
"03.10.2020 01:15 - 03.10.2020 01:30","12159","10513"
"03.10.2020 01:30 - 03.10.2020 01:45","12034","10368"
"03.10.2020 01:45 - 03.10.2020 02:00","11915","10278"
"03.10.2020 02:00 - 03.10.2020 02:15","11812","10229"
"03.10.2020 02:15 - 03.10.2020 02:30","11746","10210"
"03.10.2020 02:30 - 03.10.2020 02:45","11699","10152"
"03.10.2020 02:45 - 03.10.2020 03:00","11650","10111"
"03.10.2020 03:00 - 03.10.2020 03:15","11618","10100"
"03.10.2020 03:15 - 03.10.2020 03:30","11580","10123"
"03.10.2020 03:30 - 03.10.2020 03:45","11530","10079"
"03.10.2020 03:45 - 03.10.2020 04:00","11504","10082"
"03.10.2020 04:00 - 03.10.2020 04:15","11479","10116"
"03.10.2020 04:15 - 03.10.2020 04:30","11456","10123"
"03.10.2020 04:30 - 03.10.2020 04:45","11469","10125"
"03.10.2020 04:45 - 03.10.2020 05:00","11471","10083"
"03.10.2020 05:00 - 03.10.2020 05:15","11461","10125"
"03.10.2020 05:15 - 03.10.2020 05:30","11461","10103"
"03.10.2020 05:30 - 03.10.2020 05:45","11478","10122"
"03.10.2020 05:45 - 03.10.2020 06:00","11521","10180"
"03.10.2020 06:00 - 03.10.2020 06:15","11591","10322"
"03.10.2020 06:15 - 03.10.2020 06:30","11695","10468"
"03.10.2020 06:30 - 03.10.2020 06:45","11759","10573"
"03.10.2020 06:45 - 03.10.2020 07:00","11817","10698"
"03.10.2020 07:00 - 03.10.2020 07:15","11857","10986"
"03.10.2020 07:15 - 03.10.2020 07:30","11929","11224"
"03.10.2020 07:30 - 03.10.2020 07:45","12021","11348"
"03.10.2020 07:45 - 03.10.2020 08:00","12070","11430"
"03.10.2020 08:00 - 03.10.2020 08:15","12090","11625"
"03.10.2020 08:15 - 03.10.2020 08:30","12099","11794"
"03.10.2020 08:30 - 03.10.2020 08:45","12113","12056"
"03.10.2020 08:45 - 03.10.2020 09:00","12105","12209"
"03.10.2020 09:00 - 03.10.2020 09:15","12054","12385"
"03.10.2020 09:15 - 03.10.2020 09:30","11874","12555"
"03.10.2020 09:30 - 03.10.2020 09:45","11634","12616"
"03.10.2020 09:45 - 03.10.2020 10:00","11456","12695"
"03.10.2020 10:00 - 03.10.2020 10:15","11248","12746"
"03.10.2020 10:15 - 03.10.2020 10:30","10953","12835"
"03.10.2020 10:30 - 03.10.2020 10:45","10658","12859"
"03.10.2020 10:45 - 03.10.2020 11:00","10407","12893"
"03.10.2020 11:00 - 03.10.2020 11:15","10213","12899"
"03.10.2020 11:15 - 03.10.2020 11:30","10088","12903"
"03.10.2020 11:30 - 03.10.2020 11:45","10003","12933"
"03.10.2020 11:45 - 03.10.2020 12:00","9962","12990"
"03.10.2020 12:00 - 03.10.2020 12:15","9991","13011"
"03.10.2020 12:15 - 03.10.2020 12:30","10012","12991"
"03.10.2020 12:30 - 03.10.2020 12:45","9996","12939"
"03.10.2020 12:45 - 03.10.2020 13:00","9982","12885"
"03.10.2020 13:00 - 03.10.2020 13:15","9993","12935"
"03.10.2020 13:15 - 03.10.2020 13:30","9987","12979"
"03.10.2020 13:30 - 03.10.2020 13:45","9977","13036"
"03.10.2020 13:45 - 03.10.2020 14:00","9993","13062"
"03.10.2020 14:00 - 03.10.2020 14:15","10042","13068"
"03.10.2020 14:15 - 03.10.2020 14:30","10101","13011"
"03.10.2020 14:30 - 03.10.2020 14:45","10142","13069"
"03.10.2020 14:45 - 03.10.2020 15:00","10140","13068"
"03.10.2020 15:00 - 03.10.2020 15:15","10128","13131"
"03.10.2020 15:15 - 03.10.2020 15:30","10160","13025"
"03.10.2020 15:30 - 03.10.2020 15:45","10236","13029"
"03.10.2020 15:45 - 03.10.2020 16:00","10328","13105"
"03.10.2020 16:00 - 03.10.2020 16:15","10417","13122"
"03.10.2020 16:15 - 03.10.2020 16:30","10536","13196"
"03.10.2020 16:30 - 03.10.2020 16:45","10751","13322"
"03.10.2020 16:45 - 03.10.2020 17:00","11114","13467"
"03.10.2020 17:00 - 03.10.2020 17:15","11420","13602"
"03.10.2020 17:15 - 03.10.2020 17:30","11800","13701"
"03.10.2020 17:30 - 03.10.2020 17:45","12190","13806"
"03.10.2020 17:45 - 03.10.2020 18:00","12511","13883"
"03.10.2020 18:00 - 03.10.2020 18:15","12747","13637"
"03.10.2020 18:15 - 03.10.2020 18:30","12874","13534"
"03.10.2020 18:30 - 03.10.2020 18:45","13021","13515"
"03.10.2020 18:45 - 03.10.2020 19:00","13138","13483"
"03.10.2020 19:00 - 03.10.2020 19:15","13186","13386"
"03.10.2020 19:15 - 03.10.2020 19:30","13215","13422"
"03.10.2020 19:30 - 03.10.2020 19:45","13296","13434"
"03.10.2020 19:45 - 03.10.2020 20:00","13372","13398"
"03.10.2020 20:00 - 03.10.2020 20:15","13440","13254"
"03.10.2020 20:15 - 03.10.2020 20:30","13477","13138"
"03.10.2020 20:30 - 03.10.2020 20:45","13495","12885"
"03.10.2020 20:45 - 03.10.2020 21:00","13413","12696"
"03.10.2020 21:00 - 03.10.2020 21:15","13303","12540"
"03.10.2020 21:15 - 03.10.2020 21:30","13256","12345"
"03.10.2020 21:30 - 03.10.2020 21:45","13182","12249"
"03.10.2020 21:45 - 03.10.2020 22:00","13114","12079"
"03.10.2020 22:00 - 03.10.2020 22:15","13047","11906"
"03.10.2020 22:15 - 03.10.2020 22:30","13013","11811"
"03.10.2020 22:30 - 03.10.2020 22:45","12900","11624"
"03.10.2020 22:45 - 03.10.2020 23:00","12742","11492"
"03.10.2020 23:00 - 03.10.2020 23:15","12601","11326"
"03.10.2020 23:15 - 03.10.2020 23:30","12510","11158"
"03.10.2020 23:30 - 03.10.2020 23:45","12388","11048"
"03.10.2020 23:45 - 04.10.2020 00:00","12227","10844"
"04.10.2020 00:00 - 04.10.2020 00:15","12085","10762"
"04.10.2020 00:15 - 04.10.2020 00:30","11966","10666"
"04.10.2020 00:30 - 04.10.2020 00:45","11857","10494"
"04.10.2020 00:45 - 04.10.2020 01:00","11719","10339"
"04.10.2020 01:00 - 04.10.2020 01:15","11591","10217"
"04.10.2020 01:15 - 04.10.2020 01:30","11469","10156"
"04.10.2020 01:30 - 04.10.2020 01:45","11361","10077"
"04.10.2020 01:45 - 04.10.2020 02:00","11248","10001"
"04.10.2020 02:00 - 04.10.2020 02:15","11145","9972"
"04.10.2020 02:15 - 04.10.2020 02:30","11083","9924"
"04.10.2020 02:30 - 04.10.2020 02:45","11039","9878"
"04.10.2020 02:45 - 04.10.2020 03:00","10973","9868"
"04.10.2020 03:00 - 04.10.2020 03:15","10925","9821"
"04.10.2020 03:15 - 04.10.2020 03:30","10917","9818"
"04.10.2020 03:30 - 04.10.2020 03:45","10912","9800"
"04.10.2020 03:45 - 04.10.2020 04:00","10890","9805"
"04.10.2020 04:00 - 04.10.2020 04:15","10858","9775"
"04.10.2020 04:15 - 04.10.2020 04:30","10841","9795"
"04.10.2020 04:30 - 04.10.2020 04:45","10833","9729"
"04.10.2020 04:45 - 04.10.2020 05:00","10830","9728"
"04.10.2020 05:00 - 04.10.2020 05:15","10835","9746"
"04.10.2020 05:15 - 04.10.2020 05:30","10841","9760"
"04.10.2020 05:30 - 04.10.2020 05:45","10833","9795"
"04.10.2020 05:45 - 04.10.2020 06:00","10832","9810"
"04.10.2020 06:00 - 04.10.2020 06:15","10841","9923"
"04.10.2020 06:15 - 04.10.2020 06:30","10885","9913"
"04.10.2020 06:30 - 04.10.2020 06:45","10908","10006"
"04.10.2020 06:45 - 04.10.2020 07:00","10926","10130"
"04.10.2020 07:00 - 04.10.2020 07:15","10925","10283"
"04.10.2020 07:15 - 04.10.2020 07:30","10925","10435"
"04.10.2020 07:30 - 04.10.2020 07:45","10935","10459"
"04.10.2020 07:45 - 04.10.2020 08:00","10940","10531"
"04.10.2020 08:00 - 04.10.2020 08:15","10963","10707"
"04.10.2020 08:15 - 04.10.2020 08:30","10980","10841"
"04.10.2020 08:30 - 04.10.2020 08:45","11003","10983"
"04.10.2020 08:45 - 04.10.2020 09:00","10955","11161"
"04.10.2020 09:00 - 04.10.2020 09:15","10874","11251"
"04.10.2020 09:15 - 04.10.2020 09:30","10738","11347"
"04.10.2020 09:30 - 04.10.2020 09:45","10594","11457"
"04.10.2020 09:45 - 04.10.2020 10:00","10446","11545"
"04.10.2020 10:00 - 04.10.2020 10:15","10316","11643"
"04.10.2020 10:15 - 04.10.2020 10:30","10127","11609"
"04.10.2020 10:30 - 04.10.2020 10:45","9949","11597"
"04.10.2020 10:45 - 04.10.2020 11:00","9797","11570"
"04.10.2020 11:00 - 04.10.2020 11:15","9677","11511"
"04.10.2020 11:15 - 04.10.2020 11:30","9530","11492"
"04.10.2020 11:30 - 04.10.2020 11:45","9313","11524"
"04.10.2020 11:45 - 04.10.2020 12:00","9154","11543"
"04.10.2020 12:00 - 04.10.2020 12:15","9119","11531"
"04.10.2020 12:15 - 04.10.2020 12:30","9167","11337"
"04.10.2020 12:30 - 04.10.2020 12:45","9110","11235"
"04.10.2020 12:45 - 04.10.2020 13:00","9017","11125"
"04.10.2020 13:00 - 04.10.2020 13:15","8974","11083"
"04.10.2020 13:15 - 04.10.2020 13:30","8961","10929"
"04.10.2020 13:30 - 04.10.2020 13:45","8968","10708"
"04.10.2020 13:45 - 04.10.2020 14:00","8994","10535"
"04.10.2020 14:00 - 04.10.2020 14:15","9038","10483"
"04.10.2020 14:15 - 04.10.2020 14:30","9074","10510"
"04.10.2020 14:30 - 04.10.2020 14:45","9141","10593"
"04.10.2020 14:45 - 04.10.2020 15:00","9202","10633"
"04.10.2020 15:00 - 04.10.2020 15:15","9250","10663"
"04.10.2020 15:15 - 04.10.2020 15:30","9328","10622"
"04.10.2020 15:30 - 04.10.2020 15:45","9435","10587"
"04.10.2020 15:45 - 04.10.2020 16:00","9573","10617"
"04.10.2020 16:00 - 04.10.2020 16:15","9737","10744"
"04.10.2020 16:15 - 04.10.2020 16:30","9954","10900"
"04.10.2020 16:30 - 04.10.2020 16:45","10240","11144"
"04.10.2020 16:45 - 04.10.2020 17:00","10589","11391"
"04.10.2020 17:00 - 04.10.2020 17:15","10974","11669"
"04.10.2020 17:15 - 04.10.2020 17:30","11367","12027"
"04.10.2020 17:30 - 04.10.2020 17:45","11802","12338"
"04.10.2020 17:45 - 04.10.2020 18:00","12236","12604"
"04.10.2020 18:00 - 04.10.2020 18:15","12537","12694"
"04.10.2020 18:15 - 04.10.2020 18:30","12715","12795"
"04.10.2020 18:30 - 04.10.2020 18:45","12887","12859"
"04.10.2020 18:45 - 04.10.2020 19:00","13019","12963"
"04.10.2020 19:00 - 04.10.2020 19:15","13107","12950"
"04.10.2020 19:15 - 04.10.2020 19:30","13208","13165"
"04.10.2020 19:30 - 04.10.2020 19:45","13339","13237"
"04.10.2020 19:45 - 04.10.2020 20:00","13480","13229"
"04.10.2020 20:00 - 04.10.2020 20:15","13616","13108"
"04.10.2020 20:15 - 04.10.2020 20:30","13692","12972"
"04.10.2020 20:30 - 04.10.2020 20:45","13715","12798"
"04.10.2020 20:45 - 04.10.2020 21:00","13660","12652"
"04.10.2020 21:00 - 04.10.2020 21:15","13569","12480"
"04.10.2020 21:15 - 04.10.2020 21:30","13506","12351"
"04.10.2020 21:30 - 04.10.2020 21:45","13432","12197"
"04.10.2020 21:45 - 04.10.2020 22:00","13353","12046"
"04.10.2020 22:00 - 04.10.2020 22:15","13272","11895"
"04.10.2020 22:15 - 04.10.2020 22:30","13222","11748"
"04.10.2020 22:30 - 04.10.2020 22:45","13135","11553"
"04.10.2020 22:45 - 04.10.2020 23:00","12982","11394"
"04.10.2020 23:00 - 04.10.2020 23:15","12859","11240"
"04.10.2020 23:15 - 04.10.2020 23:30","12795","11067"
"04.10.2020 23:30 - 04.10.2020 23:45","12661","10956"
"04.10.2020 23:45 - 05.10.2020 00:00","12532","10774"
"05.10.2020 00:00 - 05.10.2020 00:15","12426","10640"
"05.10.2020 00:15 - 05.10.2020 00:30","12376","10562"
"05.10.2020 00:30 - 05.10.2020 00:45","12308","10442"
"05.10.2020 00:45 - 05.10.2020 01:00","12213","10349"
"05.10.2020 01:00 - 05.10.2020 01:15","12118","10227"
"05.10.2020 01:15 - 05.10.2020 01:30","12035","10186"
"05.10.2020 01:30 - 05.10.2020 01:45","11933","10102"
"05.10.2020 01:45 - 05.10.2020 02:00","11836","10051"
"05.10.2020 02:00 - 05.10.2020 02:15","11809","10060"
"05.10.2020 02:15 - 05.10.2020 02:30","11801","10022"
"05.10.2020 02:30 - 05.10.2020 02:45","11787","10001"
"05.10.2020 02:45 - 05.10.2020 03:00","11767","9998"
"05.10.2020 03:00 - 05.10.2020 03:15","11762","9981"
"05.10.2020 03:15 - 05.10.2020 03:30","11763","9979"
"05.10.2020 03:30 - 05.10.2020 03:45","11764","9958"
"05.10.2020 03:45 - 05.10.2020 04:00","11776","9939"
"05.10.2020 04:00 - 05.10.2020 04:15","11788","10001"
"05.10.2020 04:15 - 05.10.2020 04:30","11826","10051"
"05.10.2020 04:30 - 05.10.2020 04:45","11871","10085"
"05.10.2020 04:45 - 05.10.2020 05:00","11918","10107"
"05.10.2020 05:00 - 05.10.2020 05:15","11984","10207"
"05.10.2020 05:15 - 05.10.2020 05:30","12090","10349"
"05.10.2020 05:30 - 05.10.2020 05:45","12228","10510"
"05.10.2020 05:45 - 05.10.2020 06:00","12385","10684"
"05.10.2020 06:00 - 05.10.2020 06:15","12564","11038"
"05.10.2020 06:15 - 05.10.2020 06:30","12816","11368"
"05.10.2020 06:30 - 05.10.2020 06:45","13135","11757"
"05.10.2020 06:45 - 05.10.2020 07:00","13423","12114"
"05.10.2020 07:00 - 05.10.2020 07:15","13682","12704"
"05.10.2020 07:15 - 05.10.2020 07:30","13991","13127"
"05.10.2020 07:30 - 05.10.2020 07:45","14300","13543"
"05.10.2020 07:45 - 05.10.2020 08:00","14532","13680"
"05.10.2020 08:00 - 05.10.2020 08:15","14687","13995"
"05.10.2020 08:15 - 05.10.2020 08:30","14783","14143"
"05.10.2020 08:30 - 05.10.2020 08:45","14840","14340"
"05.10.2020 08:45 - 05.10.2020 09:00","14844","14441"
"05.10.2020 09:00 - 05.10.2020 09:15","14764","14462"
"05.10.2020 09:15 - 05.10.2020 09:30","14571","14487"
"05.10.2020 09:30 - 05.10.2020 09:45","14402","14534"
"05.10.2020 09:45 - 05.10.2020 10:00","14203","14513"
"05.10.2020 10:00 - 05.10.2020 10:15","14004","14504"
"05.10.2020 10:15 - 05.10.2020 10:30","13768","14502"
"05.10.2020 10:30 - 05.10.2020 10:45","13520","14521"
"05.10.2020 10:45 - 05.10.2020 11:00","13350","14532"
"05.10.2020 11:00 - 05.10.2020 11:15","13267","14509"
"05.10.2020 11:15 - 05.10.2020 11:30","13129","14363"
"05.10.2020 11:30 - 05.10.2020 11:45","12953","14384"
"05.10.2020 11:45 - 05.10.2020 12:00","12898","14411"
"05.10.2020 12:00 - 05.10.2020 12:15","12861","14388"
"05.10.2020 12:15 - 05.10.2020 12:30","12792","14322"
"05.10.2020 12:30 - 05.10.2020 12:45","12682","14183"
"05.10.2020 12:45 - 05.10.2020 13:00","12610","14217"
"05.10.2020 13:00 - 05.10.2020 13:15","12598","14265"
"05.10.2020 13:15 - 05.10.2020 13:30","12614","14288"
"05.10.2020 13:30 - 05.10.2020 13:45","12596","14257"
"05.10.2020 13:45 - 05.10.2020 14:00","12596","14256"
"05.10.2020 14:00 - 05.10.2020 14:15","12623","14279"
"05.10.2020 14:15 - 05.10.2020 14:30","12663","14158"
"05.10.2020 14:30 - 05.10.2020 14:45","12696","14084"
"05.10.2020 14:45 - 05.10.2020 15:00","12700","14048"
"05.10.2020 15:00 - 05.10.2020 15:15","12756","14061"
"05.10.2020 15:15 - 05.10.2020 15:30","12875","14036"
"05.10.2020 15:30 - 05.10.2020 15:45","13093","14017"
"05.10.2020 15:45 - 05.10.2020 16:00","13264","14068"
"05.10.2020 16:00 - 05.10.2020 16:15","13415","14087"
"05.10.2020 16:15 - 05.10.2020 16:30","13576","14137"
"05.10.2020 16:30 - 05.10.2020 16:45","13769","14336"
"05.10.2020 16:45 - 05.10.2020 17:00","13987","14512"
"05.10.2020 17:00 - 05.10.2020 17:15","14243","14674"
"05.10.2020 17:15 - 05.10.2020 17:30","14460","14869"
"05.10.2020 17:30 - 05.10.2020 17:45","14742","14978"
"05.10.2020 17:45 - 05.10.2020 18:00","14978","15069"
"05.10.2020 18:00 - 05.10.2020 18:15","15074","14745"
"05.10.2020 18:15 - 05.10.2020 18:30","15040","14604"
"05.10.2020 18:30 - 05.10.2020 18:45","15089","14631"
"05.10.2020 18:45 - 05.10.2020 19:00","15171","14637"
"05.10.2020 19:00 - 05.10.2020 19:15","15224","14649"
"05.10.2020 19:15 - 05.10.2020 19:30","15157","14805"
"05.10.2020 19:30 - 05.10.2020 19:45","15151","14781"
"05.10.2020 19:45 - 05.10.2020 20:00","15253","14703"
"05.10.2020 20:00 - 05.10.2020 20:15","15315","14475"
"05.10.2020 20:15 - 05.10.2020 20:30","15269","14293"
"05.10.2020 20:30 - 05.10.2020 20:45","15315","14116"
"05.10.2020 20:45 - 05.10.2020 21:00","15225","13914"
"05.10.2020 21:00 - 05.10.2020 21:15","15094","13720"
"05.10.2020 21:15 - 05.10.2020 21:30","14988","13564"
"05.10.2020 21:30 - 05.10.2020 21:45","14894","13319"
"05.10.2020 21:45 - 05.10.2020 22:00","14753","13122"
"05.10.2020 22:00 - 05.10.2020 22:15","14588","12811"
"05.10.2020 22:15 - 05.10.2020 22:30","14433","12598"
"05.10.2020 22:30 - 05.10.2020 22:45","14265","12347"
"05.10.2020 22:45 - 05.10.2020 23:00","14067","12110"
"05.10.2020 23:00 - 05.10.2020 23:15","13907","12009"
"05.10.2020 23:15 - 05.10.2020 23:30","13822","11804"
"05.10.2020 23:30 - 05.10.2020 23:45","13662","11628"
"05.10.2020 23:45 - 06.10.2020 00:00","13493","11432"
"06.10.2020 00:00 - 06.10.2020 00:15","13338","11257"
"06.10.2020 00:15 - 06.10.2020 00:30","13219","11116"
"06.10.2020 00:30 - 06.10.2020 00:45","13084","10982"
"06.10.2020 00:45 - 06.10.2020 01:00","12959","10854"
"06.10.2020 01:00 - 06.10.2020 01:15","12865","10747"
"06.10.2020 01:15 - 06.10.2020 01:30","12761","10662"
"06.10.2020 01:30 - 06.10.2020 01:45","12675","10570"
"06.10.2020 01:45 - 06.10.2020 02:00","12583","10501"
"06.10.2020 02:00 - 06.10.2020 02:15","12540","10486"
"06.10.2020 02:15 - 06.10.2020 02:30","12517","10495"
"06.10.2020 02:30 - 06.10.2020 02:45","12504","10448"
"06.10.2020 02:45 - 06.10.2020 03:00","12479","10420"
"06.10.2020 03:00 - 06.10.2020 03:15","12433","10425"
"06.10.2020 03:15 - 06.10.2020 03:30","12400","10383"
"06.10.2020 03:30 - 06.10.2020 03:45","12382","10383"
"06.10.2020 03:45 - 06.10.2020 04:00","12363","10387"
"06.10.2020 04:00 - 06.10.2020 04:15","12346","10429"
"06.10.2020 04:15 - 06.10.2020 04:30","12348","10443"
"06.10.2020 04:30 - 06.10.2020 04:45","12366","10444"
"06.10.2020 04:45 - 06.10.2020 05:00","12404","10459"
"06.10.2020 05:00 - 06.10.2020 05:15","12456","10584"
"06.10.2020 05:15 - 06.10.2020 05:30","12556","10676"
"06.10.2020 05:30 - 06.10.2020 05:45","12655","10832"
"06.10.2020 05:45 - 06.10.2020 06:00","12763","10970"
"06.10.2020 06:00 - 06.10.2020 06:15","12904","11301"
"06.10.2020 06:15 - 06.10.2020 06:30","13159","11646"
"06.10.2020 06:30 - 06.10.2020 06:45","13459","11993"
"06.10.2020 06:45 - 06.10.2020 07:00","13710","12368"
"06.10.2020 07:00 - 06.10.2020 07:15","13944","12945"
"06.10.2020 07:15 - 06.10.2020 07:30","14279","13432"
"06.10.2020 07:30 - 06.10.2020 07:45","14593","13787"
"06.10.2020 07:45 - 06.10.2020 08:00","14818","14055"
"06.10.2020 08:00 - 06.10.2020 08:15","14980","14287"
"06.10.2020 08:15 - 06.10.2020 08:30","15065","14473"
"06.10.2020 08:30 - 06.10.2020 08:45","15096","14566"
"06.10.2020 08:45 - 06.10.2020 09:00","15109","14722"
"06.10.2020 09:00 - 06.10.2020 09:15","15031","14749"
"06.10.2020 09:15 - 06.10.2020 09:30","14851","14773"
"06.10.2020 09:30 - 06.10.2020 09:45","14636","14754"
"06.10.2020 09:45 - 06.10.2020 10:00","14416","14747"
"06.10.2020 10:00 - 06.10.2020 10:15","14181","14690"
"06.10.2020 10:15 - 06.10.2020 10:30","13861","14640"
"06.10.2020 10:30 - 06.10.2020 10:45","13570","14682"
"06.10.2020 10:45 - 06.10.2020 11:00","13362","14585"
"06.10.2020 11:00 - 06.10.2020 11:15","13126","14525"
"06.10.2020 11:15 - 06.10.2020 11:30","12901","14336"
"06.10.2020 11:30 - 06.10.2020 11:45","12866","14253"
"06.10.2020 11:45 - 06.10.2020 12:00","12737","14198"
"06.10.2020 12:00 - 06.10.2020 12:15","12649","14085"
"06.10.2020 12:15 - 06.10.2020 12:30","12529","13945"
"06.10.2020 12:30 - 06.10.2020 12:45","12376","13775"
